TITLE = "E"
VARIABLES = "X", "Y", "Z", "F"
ZONE N=808, E=1612, F=FEPOINT, ET=TRIANGLE
0.242798 0.974208 0.053651 0.005441
0.195885 0.984782 0.000000 0.004075
0.144031 0.991241 0.052256 0.003012
0.292494 0.964221 0.000000 0.007608
0.188651 0.976842 0.133746 0.003841
0.341250 0.949710 0.054600 0.010634
0.098250 0.997548 -0.000000 0.002375
0.289084 0.955081 0.137052 0.007239
0.089364 0.989963 0.128320 0.002237
0.044953 0.999556 0.050660 0.001848
0.388450 0.937804 -0.000000 0.015071
0.228470 0.942619 0.261387 0.004517
0.131369 0.970366 0.215698 0.002693
0.389288 0.926727 0.138766 0.014704
0.000000 1.001541 0.000000 0.001541
0.441163 0.920174 0.055490 0.021971
-0.012462 0.993522 0.125201 0.001457
0.333377 0.925256 0.227470 0.009446
0.034935 0.973871 0.231770 0.001680
-0.051871 0.998785 0.048184 0.001291
0.110571 0.935215 0.342736 0.002158
0.485814 0.908893 0.000000 0.030583
0.323983 0.882566 0.362042 0.007453
0.497614 0.892551 0.144669 0.032084
0.425902 0.887101 0.259111 0.017585
0.203211 0.873204 0.449987 0.003130
-0.098128 0.996317 -0.000000 0.001137
-0.095459 0.970544 0.226102 0.001095
-0.098780 0.990241 0.109266 0.001136
0.545833 0.890583 0.054315 0.045956
-0.016092 0.925760 0.381105 0.001266
-0.145992 0.989124 0.048829 0.001031
0.071977 0.851791 0.521855 0.001530
0.430878 0.811567 0.429196 0.014153
0.299991 0.786132 0.548921 0.004645
0.563635 0.832747 0.283339 0.044717
0.589507 0.882261 -0.000000 0.061086
0.616411 0.865053 0.133114 0.070514
-0.185991 0.974963 0.129574 0.000967
-0.195278 0.981732 0.000000 0.000966
-0.151572 0.904787 0.400297 0.000926
0.164120 0.751863 0.641534 0.001897
-0.064128 0.825555 0.562401 0.000974
0.656589 0.868631 0.050034 0.090016
-0.229906 0.941167 0.251339 0.000911
0.397786 0.685871 0.621274 0.007290
0.543745 0.725331 0.487979 0.029508
-0.243203 0.969541 0.052121 0.000936
0.720597 0.828924 0.208268 0.117922
0.027751 0.713467 0.701641 0.001052
0.257255 0.646710 0.721530 0.002506
0.709140 0.864090 0.000000 0.117825
0.721498 0.855193 0.109170 0.124203
0.699097 0.756439 0.365493 0.092942
-0.293455 0.947319 0.135440 0.000936
-0.201867 0.795417 0.572900 0.000825
-0.285657 0.871606 0.400607 0.000891
-0.290559 0.957842 0.000000 0.000943
0.124008 0.630019 0.768300 0.001293
0.493997 0.580687 0.665208 0.011797
-0.108337 0.686898 0.719742 0.000797
0.782501 0.858492 0.050274 0.162689
0.358785 0.554000 0.756437 0.003913
-0.350160 0.904874 0.246076 0.000981
0.655308 0.633412 0.533515 0.056066
0.844067 0.846441 0.130184 0.202438
-0.341681 0.939428 0.051944 0.000984
0.904590 0.796785 0.260900 0.233376
-0.015871 0.606048 0.796333 0.000846
0.225192 0.535607 0.816011 0.001729
-0.338914 0.763320 0.551673 0.000930
0.859500 0.859500 -0.000000 0.215516
-0.244353 0.655137 0.716010 0.000792
0.824111 0.693974 0.423479 0.157624
-0.396893 0.910041 0.128317 0.001081
-0.412682 0.833054 0.371395 0.001109
0.459634 0.452624 0.772344 0.006303
-0.383086 0.924853 -0.000000 0.001054
0.594002 0.479881 0.677414 0.020791
0.083482 0.510112 0.857178 0.000968
0.941725 0.858956 0.056406 0.275866
-0.157975 0.576038 0.802928 0.000735
0.327634 0.432063 0.843180 0.002484
1.003375 0.847070 0.136483 0.320195
-0.458687 0.862642 0.219121 0.001279
0.791548 0.555833 0.543545 0.109477
-0.434763 0.900573 0.048294 0.001190
1.083664 0.700126 0.389175 0.347576
-0.381098 0.625576 0.682263 0.001031
-0.474964 0.728643 0.496239 0.001382
-0.061677 0.479860 0.876004 0.000726
0.185474 0.404347 0.896938 0.001197
1.177968 0.828633 0.193829 0.453207
1.054011 0.865005 0.000000 0.363516
-0.298156 0.541065 0.787431 0.000848
0.557433 0.346481 0.768000 0.010250
0.428936 0.323731 0.847804 0.003773
-0.487701 0.867442 0.111968 0.001421
-0.529924 0.790520 0.312534 0.001708
-0.472026 0.883097 0.000000 0.001333
1.144680 0.862298 0.069147 0.434794
0.709492 0.385241 0.662590 0.044422
0.039290 0.372074 0.928204 0.000773
-0.207075 0.446982 0.871091 0.000737
0.984483 0.483965 0.543643 0.224327
0.287611 0.294601 0.913057 0.001590
-0.521249 0.600278 0.609585 0.001813
1.441157 0.774541 0.241243 0.653797
-0.549435 0.819458 0.174169 0.001861
-0.431976 0.501977 0.750959 0.001262
-0.518181 0.856033 0.043433 0.001594
-0.614955 0.682607 0.401941 0.002835
0.526914 0.213253 0.829997 0.005988
1.369441 0.605920 0.413378 0.553509
1.396757 0.846479 0.088412 0.635625
-0.107204 0.339111 0.935347 0.000681
1.293301 0.864155 -0.000000 0.555439
0.140369 0.260385 0.956173 0.000885
0.649687 0.237884 0.745006 0.016718
-0.349980 0.411874 0.842540 0.000999
0.389317 0.183910 0.905081 0.002278
-0.554959 0.828953 0.093149 0.001908
0.851790 0.290320 0.632149 0.099748
-0.626020 0.750948 0.223617 0.002910
-0.556619 0.833040 -0.000000 0.001889
-0.561041 0.466668 0.687093 0.002318
-0.005522 0.225402 0.974947 0.000679
-0.636658 0.566187 0.530614 0.003720
1.197005 0.383186 0.525720 0.362363
-0.253946 0.306750 0.918171 0.000811
1.685550 0.662310 0.246396 0.827688
1.657874 0.777708 0.099790 0.833939
0.241486 0.150153 0.959858 0.001095
-0.486164 0.374430 0.791824 0.001767
-0.617361 0.782013 0.112716 0.002689
1.549765 0.828367 0.000000 0.757261
0.618090 0.102497 0.791633 0.009566
-0.593709 0.806375 0.043546 0.002310
0.488502 0.072741 0.873520 0.003475
-0.711124 0.667207 0.245097 0.005453
-0.725007 0.585726 0.380708 0.006802
0.752187 0.132367 0.697157 0.034086
-0.150608 0.193667 0.970162 0.000702
1.581025 0.473476 0.382899 0.694234
0.093328 0.114458 0.989770 0.000727
-0.399000 0.273274 0.876774 0.001305
1.016543 0.184983 0.578696 0.184258
0.344465 0.040337 0.939507 0.001477
-0.721426 0.459624 0.532501 0.007605
-0.693245 0.715506 0.128617 0.004530
-0.611684 0.335690 0.721767 0.003888
-0.636277 0.775305 0.000000 0.002969
1.838932 0.640908 0.097010 0.949832
1.769792 0.733071 -0.000000 0.915608
-0.048151 0.081276 0.996189 0.000658
-0.668038 0.747525 0.048463 0.003702
-0.298839 0.163016 0.941323 0.000983
